"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Cond","Foundation","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Functional","Fireplaces","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
"13010","Two_Story_1946_and_Newer","Residential_Low_Density",0,9636,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Average",1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,808,808,"GasA","Good","Y","SBrkr",808,785,1593,0,0,2,1,3,1,7,"Typ",1,"BuiltIn","RFn",2,389,"Typical","Paved",342,40,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,12,2009,"WD ","Normal",-93.635753,42.05793,180359.801733333
"13110","One_and_Half_Story_Unfinished_All_Ages","Residential_Medium_Density",50,5000,"Pave","No_Alley_Access","Regular","Bnk","AllPub","Inside","Mod","Brookside","Norm","Norm","OneFam","One_and_Half_Unf","Good",1926,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","BrkTil","Typical","No","Unf",7,"Unf",0,992,992,"GasA","Excellent","Y","SBrkr",1013,0,1013,0,0,1,0,3,1,6,"Typ",0,"Detchd","Unf",1,160,"Typical","Paved",0,0,101,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Normal",-93.622102,42.033493,114126.376333333
"13210","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",313,27650,"Pave","No_Alley_Access","Moderately_Irregular","HLS","AllPub","Inside","Mod","North_Ames","PosA","Norm","OneFam","One_Story","Good",1960,2007,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","Gd","GLQ",3,"Unf",0,160,585,"GasA","Excellent","Y","SBrkr",2069,0,2069,1,0,2,0,4,1,9,"Typ",1,"Attchd","RFn",2,505,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",-93.604106,42.039568,202706.766033333
"13310","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",35,4274,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,135,1241,"GasA","Excellent","Y","SBrkr",1241,0,1241,1,0,1,1,1,1,4,"Typ",0,"Attchd","Fin",2,569,"Typical","Paved",0,116,0,0,0,0,"No_Pool","No_Fence","None",0,11,2007,"New","Partial",-93.646576,42.047687,203773.876933333
"13410","Two_Story_1946_and_Newer","Residential_Low_Density",87,12361,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Good",1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",85,"Good","PConc","Typical","No","GLQ",3,"Unf",0,86,946,"GasA","Excellent","Y","SBrkr",964,838,1802,0,1,2,1,3,1,8,"Typ",1,"More_Than_Two_Types","RFn",4,1017,"Typical","Paved",450,92,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.683167,42.033783,235840.401833333
"13510","Two_Story_1945_and_Older","Residential_Medium_Density",50,2500,"Pave","Paved","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Very_Good",1915,2005,"Gable","CompShg","Stucco","Stucco","None",0,"Typical","PConc","Typical","No","ALQ",1,"Unf",0,611,910,"GasA","Excellent","Y","SBrkr",916,910,1826,1,0,1,1,4,1,7,"Min2",1,"Attchd","Unf",1,164,"Fair","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.621504,42.027854,153381.980366667
"13610","Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",75,11625,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","TwoFmCon","One_Story","Below_Average",1965,1965,"Hip","CompShg","Plywood","HdBoard","None",0,"Typical","PConc","Typical","Mn","BLQ",2,"Unf",0,198,1039,"GasA","Excellent","Y","SBrkr",1039,0,1039,1,0,1,1,3,1,6,"Typ",0,"Attchd","Unf",2,504,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.673401,42.033008,132022.3138
"13710","Split_Foyer","Residential_Low_Density",75,11380,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SFoyer","Very_Good",1966,2008,"Gable","CompShg","HdBoard","HdBoard","BrkFace",216,"Typical","CBlock","Typical","Gd","GLQ",3,"Unf",0,136,1080,"GasA","Good","Y","SBrkr",1128,0,1128,1,0,1,0,2,1,5,"Typ",1,"Attchd","Unf",1,315,"Typical","Paved",238,0,0,0,0,0,"No_Pool","No_Fence","Shed",1500,1,2010,"WD ","Normal",-93.618221,42.048494,151899.0531
"13810","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,10456,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",120,"Typical","CBlock","Typical","No","GLQ",3,"Unf",0,1323,1829,"GasA","Good","Y","SBrkr",1829,0,1829,1,0,2,0,4,1,8,"Typ",0,"Attchd","RFn",2,535,"Typical","Paved",0,76,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.633351,42.046322,206717.605266667
"13910","One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",68,8736,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Average",2003,2004,"Gable","CompShg","VinylSd","Wd Shng","None",0,"Typical","PConc","Typical","No","GLQ",3,"ALQ",360,422,1553,"GasA","Excellent","Y","SBrkr",1553,0,1553,1,0,2,0,3,1,6,"Typ",0,"Attchd","RFn",2,588,"Typical","Paved",192,88,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",-93.641501,42.051251,242909.0609
"14010","One_Story_PUD_1946_and_Newer","Residential_Medium_Density",0,3072,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Bloomington_Heights","Norm","Norm","TwnhsE","One_Story","Average",2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,306,1365,"GasA","Excellent","Y","SBrkr",1548,0,1548,1,0,2,0,2,1,7,"Typ",1,"Attchd","Fin",2,388,"Typical","Paved",143,20,0,0,0,0,"No_Pool","No_Fence","None",0,9,2006,"WD ","Normal",-93.6419,42.0623,212824.023133333
"14110","Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Good",1972,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace",268,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,399,630,"GasA","Typical","Y","SBrkr",630,672,1302,0,0,2,1,3,1,6,"Typ",0,"Detchd","Unf",1,264,"Typical","Paved",185,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2009,"WD ","Normal",-93.629881,42.051822,114468.618433333
"14210","Duplex_All_Styles_and_Ages","Residential_Medium_Density",97,8940,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Mitchell","Norm","Norm","Duplex","SFoyer","Average",1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"Good","PConc","Good","Gd","GLQ",3,"Unf",0,35,1344,"GasA","Excellent","Y","SBrkr",1344,0,1344,2,0,2,0,2,2,8,"Typ",0,"Attchd","Fin",4,784,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Alloca",-93.608267,41.99338,205653.146433333
"14310","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",65,7804,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","South_and_West_of_Iowa_State_University","Norm","Norm","OneFam","One_and_Half_Fin","Fair",1928,1950,"Gable","CompShg","WdShing","Plywood","None",0,"Typical","BrkTil","Typical","No","BLQ",2,"Unf",0,500,1122,"GasA","Typical","Y","SBrkr",1328,653,1981,1,0,2,0,4,1,7,"Min2",2,"Detchd","Unf",2,576,"Typical","Paved",431,44,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,12,2009,"WD ","Normal",-93.648414,42.018931,155062.118
"14410","Two_Story_1946_and_Newer","Floating_Village_Residential",114,8314,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Average",1997,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,569,569,"GasA","Excellent","Y","SBrkr",854,840,1694,0,0,2,1,3,1,6,"Typ",1,"BuiltIn","Unf",1,434,"Typical","Paved",0,382,0,0,110,0,"No_Pool","Good_Privacy","None",0,11,2006,"WD ","Normal",-93.643373,42.046429,196870.764666667
"14510","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",74,8536,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","OneFam","One_Story","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","No","Unf",7,"Unf",0,1125,1125,"GasA","Good","Y","SBrkr",1125,0,1125,0,0,1,1,2,1,5,"Typ",0,"Attchd","Unf",2,430,"Typical","Paved",80,64,0,0,0,0,"No_Pool","No_Fence","None",0,4,2007,"New","Partial",-93.674307,42.018283,148579.3284
"14610","Two_and_Half_Story_All_Ages","Residential_Low_Density",60,6204,"Pave","No_Alley_Access","Regular","Bnk","AllPub","Inside","Gtl","South_and_West_of_Iowa_State_University","Norm","Norm","OneFam","Two_and_Half_Fin","Average",1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","PConc","Fair","No","Unf",7,"Unf",0,795,795,"GasA","Typical","N","SBrkr",954,795,2230,1,0,1,0,5,1,10,"Typ",0,"Detchd","Unf",1,440,"Good","Paved",0,188,0,0,0,0,"No_Pool","No_Fence","None",0,3,2006,"WD ","Normal",-93.65564,42.02197,141426.3563
"14710","One_Story_PUD_1946_and_Newer","Floating_Village_Residential",80,3523,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","One_Story","Average",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",30,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,1081,1141,"GasA","Excellent","Y","SBrkr",1151,0,1151,1,0,2,0,2,1,5,"Typ",0,"Attchd","Fin",2,484,"Typical","Paved",0,60,0,0,0,0,"No_Pool","No_Fence","None",0,2,2007,"New","Partial",-93.64733,42.0474249,178029.2544
"14810","Two_Story_1946_and_Newer","Residential_Low_Density",0,8803,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Average",1994,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,107,707,"GasA","Good","Y","SBrkr",707,809,1516,1,0,2,1,3,1,7,"Typ",1,"Attchd","Fin",2,409,"Typical","Paved",0,46,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.637671,42.059645,178979.4461
"14910","Two_Story_1946_and_Newer","Residential_Low_Density",0,12728,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","Two_Story","Average",2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",256,"Typical","PConc","Typical","Mn","GLQ",3,"Unf",0,333,1531,"GasA","Excellent","Y","SBrkr",1531,908,2439,1,0,2,1,4,1,7,"Typ",1,"Attchd","Fin",2,560,"Typical","Paved",184,121,0,0,0,0,"No_Pool","No_Fence","None",0,1,2007,"WD ","Normal",-93.681196,42.018864,269162.0982
"15010","One_Story_PUD_1946_and_Newer","Residential_Low_Density",50,8012,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","TwnhsE","One_Story","Average",1993,1994,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","PConc","Typical","No","LwQ",4,"GLQ",841,598,1604,"GasA","Excellent","Y","SBrkr",1617,0,1617,1,0,2,0,2,1,5,"Typ",1,"Attchd","RFn",2,533,"Typical","Paved",0,69,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.686428,42.036501,221489.695533333
"15110","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",60,10120,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Gtl","Old_Town","Feedr","Norm","TwoFmCon","Two_and_Half_Unf","Below_Average",1910,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,925,925,"GasA","Typical","N","FuseF",964,925,1889,0,0,1,1,4,2,9,"Typ",1,"Detchd","Unf",1,308,"Typical","Dirt_Gravel",0,0,264,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2007,"WD ","Normal",-93.622025,42.025893,131764.331966667
"15210","Two_Story_1946_and_Newer","Residential_Low_Density",84,14260,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Average",2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,490,1145,"GasA","Excellent","Y","SBrkr",1145,1053,2198,1,0,2,1,4,1,9,"Typ",1,"Attchd","RFn",3,836,"Typical","Paved",192,84,0,0,0,0,"No_Pool","No_Fence","None",0,12,2008,"WD ","Normal",-93.653324,42.055748,307733.9585
"15310","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",72,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average",1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"Typical","CBlock","Typical","No","LwQ",4,"Unf",0,580,1196,"GasA","Good","Y","FuseA",1196,0,1196,1,0,1,0,2,1,6,"Typ",1,"Attchd","RFn",1,297,"Typical","Paved",0,44,0,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"WD ","Normal",-93.614856,42.042187,136470.7409
"15410","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,12493,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average",1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","PConc","Typical","No","ALQ",1,"Rec",306,375,1100,"GasA","Typical","Y","SBrkr",1100,0,1100,1,0,1,0,3,1,6,"Typ",1,"Attchd","RFn",1,312,"Typical","Paved",355,0,0,0,0,0,"No_Pool","Good_Wood","None",0,4,2008,"WD ","Normal",-93.621566,42.041172,142838.858033333
"15510","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",140,19138,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","OneFam","One_Story","Average",1951,1951,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","LwQ",4,"Unf",0,744,864,"GasA","Excellent","Y","SBrkr",864,0,864,0,0,1,0,2,1,4,"Typ",0,"Detchd","Unf",2,400,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.622971,42.056673,132108.217466667
"15610","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8773,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",98,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,1390,1414,"GasA","Excellent","Y","SBrkr",1414,0,1414,0,0,2,0,3,1,6,"Typ",0,"Attchd","RFn",2,494,"Typical","Paved",132,105,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.685961,42.014023,192477.437333333
"15710","One_Story_PUD_1946_and_Newer","Residential_Low_Density",24,2104,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northpark_Villa","Norm","Norm","TwnhsE","One_Story","Above_Average",1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,300,836,"GasA","Typical","Y","SBrkr",836,0,836,0,1,1,0,2,1,5,"Typ",0,"Attchd","Unf",1,345,"Typical","Paved",150,20,0,0,0,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",-93.625707,42.050397,129113.698733333
"15810","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",56,8398,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Very_Good",1910,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Good","No","BLQ",2,"Unf",0,667,926,"GasA","Typical","Y","SBrkr",991,659,1650,0,0,2,0,3,1,6,"Typ",0,"Detchd","Unf",2,468,"Typical","Dirt_Gravel",128,103,0,0,0,0,"No_Pool","No_Fence","None",0,11,2007,"WD ","Normal",-93.6188503,42.0280396,144145.0015
"15910","Split_or_Multilevel","Residential_Low_Density",76,9880,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Mitchell","Norm","Norm","OneFam","SLvl","Above_Average",1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","CBlock","Typical","Av","ALQ",1,"Unf",0,574,1096,"GasA","Typical","Y","SBrkr",1118,0,1118,1,0,1,0,3,1,6,"Typ",1,"Attchd","Fin",1,358,"Typical","Paved",203,0,0,0,0,576,"Good","Good_Privacy","None",0,7,2008,"WD ","Normal",-93.604549,41.997069,147083.697033333
"16010","Two_Story_1946_and_Newer","Floating_Village_Residential",65,8125,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Good","No","Unf",7,"Unf",0,770,770,"GasA","Excellent","Y","SBrkr",778,798,1576,0,0,2,1,3,1,6,"Typ",0,"Attchd","RFn",2,614,"Typical","Paved",0,50,0,0,0,0,"No_Pool","No_Fence","None",0,8,2006,"New","Partial",-93.64357,42.051382,193212.810033333
"16110","Two_Story_1946_and_Newer","Residential_Low_Density",0,11050,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","PosN","Norm","OneFam","Two_Story","Average",2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",204,"Typical","PConc","Typical","Mn","GLQ",3,"Unf",0,536,1440,"GasA","Excellent","Y","SBrkr",1476,677,2153,1,0,2,1,3,1,8,"Typ",2,"Attchd","Fin",3,736,"Typical","Paved",253,142,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",-93.682983,42.018703,286061.890833333
"16210","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,10800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_and_Half_Fin","Good",1949,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,832,832,"GasA","Typical","Y","FuseF",832,629,1461,0,0,2,0,4,1,6,"Typ",0,"Detchd","Unf",1,384,"Typical","Paved",0,204,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",-93.609945,42.0347542,135492.887366667
"16310","Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Average",1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"Typical","CBlock","Typical","No","BLQ",2,"Unf",0,229,483,"GasA","Typical","Y","SBrkr",483,504,987,1,0,1,1,2,1,5,"Typ",0,"Detchd","Unf",1,264,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.627396,42.052758,94799.6366666667
"16410","Two_Story_1945_and_Older","I_all",0,56600,"Pave","No_Alley_Access","Slightly_Irregular","Low","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","Two_and_Half_Unf","Very_Poor",1900,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","BrkTil","Typical","No","Unf",7,"Unf",0,686,686,"GasA","Excellent","Y","SBrkr",1150,686,1836,0,0,2,0,4,1,7,"Maj1",0,"Detchd","Unf",1,288,"Fair","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2008,"WD ","Normal",-93.577427,42.022745,123593.204966667
"16510","Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Average",1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"Typical","CBlock","Typical","No","LwQ",4,"Unf",0,25,483,"GasA","Typical","Y","SBrkr",483,504,987,0,1,1,1,2,1,5,"Typ",0,"Detchd","Unf",1,264,"Typical","Paved",52,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2008,"WD ","Normal",-93.628971,42.052794,95307.8541666667
"16610","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",106,12720,"Pave","No_Alley_Access","Regular","HLS","AllPub","Inside","Mod","Northridge_Heights","Norm","Norm","OneFam","One_Story","Average",2003,2003,"Hip","CompShg","MetalSd","MetalSd","Stone",680,"Typical","PConc","Typical","Gd","GLQ",3,"Unf",0,278,2535,"GasA","Excellent","Y","SBrkr",2470,0,2470,2,0,1,1,1,1,7,"Typ",2,"Attchd","Fin",3,789,"Typical","Paved",154,65,0,0,216,144,"Excellent","No_Fence","None",0,2,2008,"WD ","Normal",-93.656958,42.058484,452633.1915
"16710","One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",84,11096,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","PConc","Typical","Av","GLQ",3,"Unf",0,1632,1656,"GasA","Excellent","Y","SBrkr",1656,0,1656,0,0,2,0,3,1,7,"Typ",0,"Attchd","RFn",3,826,"Typical","Paved",0,146,0,0,0,0,"No_Pool","No_Fence","None",0,7,2007,"WD ","Normal",-93.643974,42.052269,250848.5252
"16810","Duplex_All_Styles_and_Ages","Residential_Low_Density",0,7976,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Feedr","Norm","Duplex","Two_Story","Average",2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"Typical","PConc","Typical","No","GLQ",3,"Unf",0,348,1168,"GasA","Excellent","Y","SBrkr",1168,1619,2787,2,0,4,2,6,2,8,"Typ",2,"BuiltIn","Fin",4,820,"Typical","Paved",312,0,0,0,0,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",-93.679181,42.0309301,272702.6386
"16910","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",50,6000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","TwoFmCon","One_Story","Good",1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","Av","GLQ",3,"Unf",0,384,960,"GasA","Typical","Y","FuseA",960,0,960,1,0,1,0,3,1,5,"Typ",0,"Detchd","Unf",2,576,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.607862,42.032064,125081.365333333
"17010","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",66,9240,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Very_Good",1959,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,280,988,"GasA","Typical","Y","SBrkr",988,0,988,1,0,2,0,3,1,6,"Typ",0,"Attchd","Unf",1,297,"Typical","Paved",156,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.616434,42.044083,137283.334266667
"17110","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",90,5400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average",1920,1950,"Gable","CompShg","CBlock","CBlock","None",0,"Typical","PConc","Typical","No","ALQ",1,"Rec",105,420,840,"GasA","Excellent","Y","SBrkr",840,534,1374,0,0,1,0,2,1,6,"Typ",0,"Detchd","Fin",1,338,"Typical","Paved",0,0,198,0,0,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",-93.61203,42.0347398,133567.630066667
"17210","Two_Story_1945_and_Older","Residential_Medium_Density",60,3600,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good",1917,2007,"Gable","CompShg","Stucco","Stucco","None",0,"Typical","BrkTil","Typical","No","Unf",7,"Unf",0,624,624,"GasA","Excellent","Y","SBrkr",664,624,1288,1,0,1,0,3,1,5,"Typ",1,"Attchd","Unf",1,280,"Typical","Dirt_Gravel",0,103,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",-93.6130761,42.0281106,122447.637966667
